id_artigo,ano,titulo,autores,abstract,topic_tfidf,tema_tfidf,topic_bertopic,tema_bertopic
30,2025,Mapeamento da Representatividade Feminina em Cursos Técnicos e de Graduação da área de Tecnologia da Informação no estado do Ceará,Cecília Mesquita (UFC); Lara Lima (UFC); Jéssica Rodrigues (UFC); Felipe Oliveira (UFC); Daniel Magalhães (UFC); Ana Lívia Lopes (UFC); Viviane Menezes (UFC); Marcelo Martins da Silva (UFC); Carla Bezerra (UFC),"Este trabalho realiza um mapeamento da representatividade feminina nos cursos de Tecnologia da Informação (TI) ofertados pelo Instituto Federal do Ceará (IFCE), com base em dados de matrículas presenciais de 2016 a 2022 nos níveis técnico e de graduação. A análise revelou que, embora a participação feminina média no ensino técnico tenha sido de 44,7%, esse percentual cai para 17,4% na graduação. Em 2022, a participação feminina na graduação foi de 23,8%, o maior valor da série, ainda que inferior à dos homens. O estudo destaca uma comparação entre modalidades de ensino e ao longo do tempo, abrangendo diversos cursos e campi distribuídos por várias cidades do estado. Os resultados reforçam a urgência de políticas públicas e ações institucionais que incentivem o ingresso e a permanência de mulheres na área de TI.",5,Cluster 5,8,8_preconceito_políticas_dados_homens
31,2025,"Mulheres na TI do IFTO: desvendando desafios e motivações, e traçando estratégias para a permanência",Carla Beatriz Sousa Ribeiro (IFTO); Catarina Soares de Castro (IFTO); Laira Giovana Martins Macêdo (IFTO); Thatiane de Oliveira Rosa (IFTO),"Na área de tecnologia da informação (TI), as mulheres ainda representam uma minoria. Diante desse cenário, este artigo tem como objetivo investigar os desafios, motivações e estratégias que impactam a permanência de mulheres nos cursos de TI em diferentes campi do Instituto Federal do Tocantins (IFTO). Para alcançar esse objetivo, foi realizada uma pesquisa que combinou revisão bibliográfica, roda de conversa e questionário. O estudo revelou que, embora a busca por uma carreira e o interesse em tecnologia motivem as estudantes, desafios como dificuldades em programação, sobrecarga acadêmica e machismo afetam sua permanência. Iniciativas como redes de apoio e práticas pedagógicas inclusivas são essenciais para fortalecer a presença feminina na TI.",2,Cluster 2,4,4_the_tecnologia_mulheres_informática
32,2025,STEM para todos: Um Relato de Experiência,Lídia Bononi P. Tomaz (IFTM); Jefferson B. Martins (IFTM); Ana Clara R. R. da Cunha (IFTM),"Este artigo apresenta um relato de experiência de um projeto de ensino, realizado com estudantes do primeiro ano do ensino médio em uma instituição pública de ensino do Brasil. O principal objetivo foi promover a conscientização e ampliar o conhecimento sobre a participação feminina nas áreas STEM (Ciência, Tecnologia, Engenharia e Matemática). Para atingir essa meta, o projeto adotou uma abordagem interdisciplinar que combinou o estudo de personalidades femininas históricas relevantes, reflexões sobre as posições ocupadas por mulheres em campos STEM contemporâneos e uma introdução à programação, por meio da criação de um aplicativo para dispositivos móveis. Os resultados obtidos evidenciam a relevância do tema e sugerem a necessidade de abordagens mais abrangentes no ensino básico brasileiro, visando reduzir as disparidades de gênero em carreiras STEM no futuro.",0,Cluster 0,0,0_stem_projeto_feminina_áreas
33,2025,Do Papel ao Digital: Circuitos em papel como estratégia para engajar meninas na computação,Adelmo Lima (UFF); Maria Clara Flores (UFF); Nathalia Monteiro (UFF); Paulo Carrano (UFF); Rafaela Santos (UFF); Geiziane Gonçalves (UFF); Luciana Salgado (UFF); Aline Nascimento (UFF); Simone Martins (UFF),"As oficinas de circuitos em papel demonstraram ser uma ferramenta eficaz para atrair o público feminino para a área de tecnologia, ao combinar eletrônica básica com criatividade. Participantes de diversas idades expressaram grande interesse e engajamento, especialmente ao conectar os circuitos com projetos pessoais. A abordagem prática e de baixo custo, aliada a um ambiente colaborativo, proporcionou uma experiência de aprendizado atraente, estimulando a curiosidade e o desenvolvimento de habilidades técnicas e socioemocionais. A atividade também evidenciou a importância de adaptar a linguagem e os materiais para promover a inclusão e a participação feminina em áreas tecnológicas.",1,Cluster 1,5,5_skills_soft_escolas_ensino
34,2025,Ampliando horizontes digitais de meninas por meio do letramento digital apoiado em pensamento computacional e robótica educacional,Ana Luiza Costa Vilela (IFRN); Pedro Henrique Assunção (IFRN); Rebecca Cruz Pinheiro (IPM); Keila Cruz Moreira (IFRN); Tatiana Amaral Sorrentino (IFRN); Éberton da Silva Marinho (IFRN); Helber Wagner da Silva (IFRN),"Este relato aborda uma experiência de letramento digital apoiado em pensamento computacional e robótica educacional para meninas. Inicialmente, foi concebido e aprovado o projeto pedagógico do curso de formação inicial e continuada (FIC). Na sequência, estudantes da Licenciatura em Informática capacitaram estudantes do ensino técnico de nível médio em Informática, os quais entregaram o curso FIC para 35 meninas do ensino fundamental e em vulnerabilidade socioeconômica, com a supervisão de professores de Computação e Didática. Os resultados exitosos embasaram um projeto de pesquisa que foi aprovado para estimular o ingresso e a permanência de 1.500 meninas em atividades nas áreas de Ciências Exatas.",0,Cluster 0,-1,-1_computação_mulheres_meninas_cursos
35,2025,Mulheres Históricas e a Informática: Ada Lovelace - Inspirando Gerações,Suzy Kamylla de Oliveira Menezes (IFAL); Viviane de Menezes Ramalho Souza (IFAL),"Na área da Informática, as mulheres enfrentam diferentes barreiras que influenciam na permanência e representatividade feminina em cursos de nível médio e superior. Nesse sentido, é essencial que as contribuições femininas na área sejam divulgadas para estimular que mais meninas escolham a Informática como área profissional. Este trabalho tem o objetivo de apresentar atividades realizadas na Sala Temática Ada Lovelace - Inspirando Gerações.",5,Cluster 5,4,4_the_tecnologia_mulheres_informática
36,2025,Mulheres na Tecnologia: Destaques do Evento IFALTECH,Suzy Kamylla de Oliveira Menezes (IFAL); Viviane de Menezes Ramalho Souza (IFAL),"Na Informática, as mulheres enfrentam diferentes barreiras que influenciam na permanência e representatividade feminina em cursos de nível médio e superior. Este trabalho tem o objetivo de apresentar atividades realizadas em um curso técnico em Informática, que visaram o público feminino para incentivar o protagonismo, o conhecimento sobre a área e o ingresso no mercado de trabalho. Como resultados, onze estudantes desse curso se engajaram para realizar uma palestra sobre mulheres na tecnologia e quatro minicursos. A palestra teve a participação de 68 meninas e de 58 meninas nos quatro minicursos. Conclui-se que as atividades proporcionaram aprendizados e experiências valiosas na realização de um evento com foco no público feminino.",5,Cluster 5,4,4_the_tecnologia_mulheres_informática
37,2025,Alfabeto das Mulheres Brasileiras na Ciência como proposta para a alfabetização científica,Sylvana Karla S. L. Santos (IFB); Eliza de Matos Silva (UDF); Paula Queiroz Dutra (IFB); Ana Roberta Crisóstomo de Morais (IFB); Ana Clara Trindade de Oliveira (IFB); Lorrany Rodrigues Antunes (IFB); Maria Fernanda Itacarambi Silva (UnB); Alicia Barros Gonçalves Pereira (UnB); Ana Beatriz Lopes Rodrigues (IFB); Ludmilla Figueiredo Lima (IFB); Alyce Moreira do Nascimento (IFB),"O projeto Alfabeto das Mulheres Brasileiras na Ciência é uma ação do grupo de extensão Meninas na Ciência do IFB, iniciada no segundo semestre de 2024. A metodologia de desenvolvimento do projeto é o Design Thinking (DT). A partir das dificuldades encontradas por mulheres e meninas para prosseguir nas áreas STEAM, acrônimo em inglês para Ciência, Tecnologia, Engenharia, Artes e Matemática, a criação do alfabeto surgiu do trabalho colaborativo com estudantes do ensino médio e promoveu uma reflexão sobre as desigualdades de gênero e representatividade feminina em nossa sociedade. O resultado é uma ferramenta lúdica que pode ser utilizada desde o ensino fundamental para abordar a alfabetização científica e a desconstrução dos estereótipos de gênero.",0,Cluster 0,7,7_brasileira_brasileiras_negras_computação
38,2025,Capacitação Digital para Mulheres 60+: Promovendo Inclusão e Autonomia através do Letramento Digital,Joana Felizardo da Silva (IFF); Vitória Graciano da Silva (IFF); Ana Mara de Oliveira Figueiredo (IFF),"Em um mundo cada vez mais digital, a inclusão tecnológica tornou-se um requisito básico para a participação e o exercício da cidadania. No entanto, para mulheres com mais de 60 anos, essa inclusão ainda é um desafio, marcado por barreiras de gênero, idade e acesso. Este artigo apresenta um projeto de extensão universitária que busca capacitar mulheres idosas no uso de ferramentas digitais, promovendo autonomia e inclusão social. Os resultados mostram que a iniciativa não apenas capacitou as participantes, mas também promoveu empoderamento e redução de desigualdades, destacando a importância de projetos que conectam a universidade à comunidade.",1,Cluster 1,19,19_digital_inclusão_uso_idosas
39,2025,Fortalecendo a confiança das mulheres para atuar na área de computação,Ana Lúcia de Moura (PUC-Rio); Jessica Ribas (PUC-Rio); Maria Julia de Lima (PUC-Rio); Noemi Rodriguez (PUC-Rio),"Nesse artigo, relatamos nossas experiências e aprendizado com o ensino de soft skills no TWIST, um programa para estudantes universitárias que tem o objetivo de capacitá-las tecnica e emocionalmente para um ingresso confiante e confortável no mercado de desenvolvimento de software. Discutimos como abordamos o aprendizado do trabalho em equipe e como trabalhamos várias questões socioemocionais que identificamos como importantes para a formação das participantes em dinâmicas e rodas de conversa envolvendo convidadas e colaboradoras de áreas de atuação diversas.",1,Cluster 1,5,5_skills_soft_escolas_ensino
40,2025,Inclusão de Meninas em Competições de Programação: Um Relato de Experiência da Universidade de Brasilia,Maristela Holanda (UnB); Ana Clara B. Borges (UnB); Laryssa O. Ferreira (UnB); Aleteia Araujo (UnB); Luana Cruz Silva (UnB); Maria Eduarda Carvalho Santos (UnB); Vanessa Paixão Costa (UnB); Guilherme Novaes Ramos (UnB); Vinicius R. P. Borges (UnB); Edson Alves da Costa Jr (UnB); Maria Emilia Machado Telles Walter (UnB),"A Computação é uma área majoritariamente masculina, o que também ocorre nas universidades brasileiras. Na Universidade de Brasília (UnB), o número de mulheres ingressantes no curso de Ciência da Computação, desde 2015, tem sido menor do que 15%. Especificamente, no caso de competições femininas de programação, este cenário é ainda pior. De 2018 a 2022, a média de mulheres participando da etapa final da Maratona Brasileira da Sociedade Brasileira de Computação (SBC) foi de apenas 5.2%. Neste contexto, este artigo apresenta um relato das atividades do Projeto ""Meninas.Comp: Competição de Programação também é coisa de menina!""da UnB, que visa aumentar a participação das alunas em competições femininas de programação. Essas atividades conseguiram aumentar significativamente o número de alunas participantes na etapa final da Maratona Brasileira da SBC, tendo passado de zero em 2020, para seis alunas em 2024.",2,Cluster 2,-1,-1_computação_mulheres_meninas_cursos
41,2025,"Mulheres, Computação e Acessibilidade: O Relato de uma Discente com Paralisia Cerebral no Ensino Superior",Jennifer Viana (Unifesspa); Cristina Araújo (Unifesspa); Wemilly Carvalho (Unifesspa); Marcela Alves (Unifesspa); Leia Sousa (Unifesspa); Hugo Kuribayashi (Unifesspa),"Este artigo apresenta o relato de experiência de uma discente com paralisia cerebral no curso de Bacharelado em Sistemas de Informação. A partir de uma pesquisa qualitativa com entrevistas não estruturadas, são discutidas barreiras atitudinais, pedagógicas, arquitetônicas e tecnológicas vivenciadas ao longo de sua trajetória acadêmica. O estudo propõe reflexões, destacando os desafios enfrentados e sugerindo recomendações para melhorias no ensino superior. As conclusões ressaltam a importância de políticas institucionais específicas e da formação continuada de docentes em práticas inclusivas, promovendo a equidade e a permanência de estudantes com deficiência.",5,Cluster 5,6,6_pesquisa_egressas_estudo_viés
